Regime,Epicentro,Ativo,Barreira_Contagio
Regime_3,AMER3.SA,IGTI11.SA,0.9958
Regime_3,MRVE3.SA,IGTI11.SA,0.9958
Regime_3,CYRE3.SA,IGTI11.SA,0.9958
Regime_3,EZTC3.SA,IGTI11.SA,0.9958
Regime_3,CVCB3.SA,IGTI11.SA,0.9958
Regime_3,B3SA3.SA,IGTI11.SA,0.9958
Regime_3,ITUB4.SA,AMER3.SA,1.0045
Regime_3,ITUB4.SA,MGLU3.SA,1.0045
Regime_3,ITUB4.SA,EZTC3.SA,1.0045
Regime_3,ITUB4.SA,CYRE3.SA,1.0045
Regime_3,ITUB4.SA,MRVE3.SA,1.0045
Regime_3,ITUB4.SA,LREN3.SA,1.0045
Regime_3,ITUB4.SA,BPAC11.SA,1.0045
Regime_3,ITUB4.SA,CVCB3.SA,1.0045
Regime_3,ITUB4.SA,CEAB3.SA,1.0045
Regime_3,ITUB4.SA,SMFT3.SA,1.0045
Regime_3,ITUB4.SA,B3SA3.SA,1.0045
Regime_3,ITUB4.SA,IGTI11.SA,1.0045
Regime_3,BBDC4.SA,AMER3.SA,1.0045
Regime_3,BBDC4.SA,MGLU3.SA,1.0045
Regime_3,BBDC4.SA,EZTC3.SA,1.0045
Regime_3,BBDC4.SA,CYRE3.SA,1.0045
Regime_3,BBDC4.SA,MRVE3.SA,1.0045
Regime_3,BBDC4.SA,LREN3.SA,1.0045
Regime_3,BBDC4.SA,BPAC11.SA,1.0045
Regime_3,BBDC4.SA,CVCB3.SA,1.0045
Regime_3,BBDC4.SA,CEAB3.SA,1.0045
Regime_3,BBDC4.SA,SMFT3.SA,1.0045
Regime_3,BBDC4.SA,B3SA3.SA,1.0045
Regime_3,BBDC4.SA,IGTI11.SA,1.0045
Regime_3,BBAS3.SA,AMER3.SA,1.0045
Regime_3,BBAS3.SA,MGLU3.SA,1.0045
Regime_3,BBAS3.SA,EZTC3.SA,1.0045
Regime_3,BBAS3.SA,CYRE3.SA,1.0045
Regime_3,BBAS3.SA,MRVE3.SA,1.0045
Regime_3,BBAS3.SA,LREN3.SA,1.0045
Regime_3,BBAS3.SA,BPAC11.SA,1.0045
Regime_3,BBAS3.SA,CVCB3.SA,1.0045
Regime_3,BBAS3.SA,CEAB3.SA,1.0045
Regime_3,BBAS3.SA,SMFT3.SA,1.0045
Regime_3,BBAS3.SA,B3SA3.SA,1.0045
Regime_3,BBAS3.SA,IGTI11.SA,1.0045
Regime_3,BPAC11.SA,BBAS3.SA,1.0045
Regime_3,BPAC11.SA,BBDC4.SA,1.0045
Regime_3,BPAC11.SA,SANB11.SA,1.0045
Regime_3,BPAC11.SA,ITUB4.SA,1.0045
Regime_3,SANB11.SA,AMER3.SA,1.0045
Regime_3,SANB11.SA,MGLU3.SA,1.0045
Regime_3,SANB11.SA,EZTC3.SA,1.0045
Regime_3,SANB11.SA,CYRE3.SA,1.0045
Regime_3,SANB11.SA,MRVE3.SA,1.0045
Regime_3,SANB11.SA,LREN3.SA,1.0045
Regime_3,SANB11.SA,BPAC11.SA,1.0045
Regime_3,SANB11.SA,CVCB3.SA,1.0045
Regime_3,SANB11.SA,CEAB3.SA,1.0045
Regime_3,SANB11.SA,SMFT3.SA,1.0045
Regime_3,SANB11.SA,B3SA3.SA,1.0045
Regime_3,SANB11.SA,IGTI11.SA,1.0045
Regime_3,MGLU3.SA,BBAS3.SA,1.0045
Regime_3,MGLU3.SA,BBDC4.SA,1.0045
Regime_3,MGLU3.SA,SANB11.SA,1.0045
Regime_3,MGLU3.SA,ITUB4.SA,1.0045
Regime_3,LREN3.SA,BBAS3.SA,1.0045
Regime_3,LREN3.SA,BBDC4.SA,1.0045
Regime_3,LREN3.SA,SANB11.SA,1.0045
Regime_3,LREN3.SA,ITUB4.SA,1.0045
Regime_3,CEAB3.SA,BBAS3.SA,1.0045
Regime_3,CEAB3.SA,BBDC4.SA,1.0045
Regime_3,CEAB3.SA,SANB11.SA,1.0045
Regime_3,CEAB3.SA,ITUB4.SA,1.0045
Regime_3,SMFT3.SA,BBAS3.SA,1.0045
Regime_3,SMFT3.SA,BBDC4.SA,1.0045
Regime_3,SMFT3.SA,SANB11.SA,1.0045
Regime_3,SMFT3.SA,ITUB4.SA,1.0045
Regime_3,IGTI11.SA,BBAS3.SA,1.0045
Regime_3,IGTI11.SA,BBDC4.SA,1.0045
Regime_3,IGTI11.SA,SANB11.SA,1.0045
Regime_3,IGTI11.SA,ITUB4.SA,1.0045
Regime_3,AMER3.SA,BBAS3.SA,1.0045
Regime_3,AMER3.SA,BBDC4.SA,1.0045
Regime_3,AMER3.SA,SANB11.SA,1.0045
Regime_3,AMER3.SA,ITUB4.SA,1.0045
Regime_3,MRVE3.SA,BBAS3.SA,1.0045
Regime_3,MRVE3.SA,BBDC4.SA,1.0045
Regime_3,MRVE3.SA,SANB11.SA,1.0045
Regime_3,MRVE3.SA,ITUB4.SA,1.0045
Regime_3,CYRE3.SA,BBAS3.SA,1.0045
Regime_3,CYRE3.SA,BBDC4.SA,1.0045
Regime_3,CYRE3.SA,SANB11.SA,1.0045
Regime_3,CYRE3.SA,ITUB4.SA,1.0045
Regime_3,EZTC3.SA,BBAS3.SA,1.0045
Regime_3,EZTC3.SA,BBDC4.SA,1.0045
Regime_3,EZTC3.SA,SANB11.SA,1.0045
Regime_3,EZTC3.SA,ITUB4.SA,1.0045
Regime_3,CVCB3.SA,BBAS3.SA,1.0045
Regime_3,CVCB3.SA,BBDC4.SA,1.0045
Regime_3,CVCB3.SA,SANB11.SA,1.0045
Regime_3,CVCB3.SA,ITUB4.SA,1.0045
Regime_3,B3SA3.SA,BBAS3.SA,1.0045
Regime_3,B3SA3.SA,BBDC4.SA,1.0045
Regime_3,B3SA3.SA,SANB11.SA,1.0045
Regime_3,B3SA3.SA,ITUB4.SA,1.0045
Regime_3,ITUB4.SA,SBSP3.SA,1.0319
Regime_3,BBDC4.SA,SBSP3.SA,1.0319
Regime_3,BBAS3.SA,SBSP3.SA,1.0319
Regime_3,BPAC11.SA,SBSP3.SA,1.0319
Regime_3,SANB11.SA,SBSP3.SA,1.0319
Regime_3,MGLU3.SA,SBSP3.SA,1.0319
Regime_3,LREN3.SA,SBSP3.SA,1.0319
Regime_3,CEAB3.SA,SBSP3.SA,1.0319
Regime_3,SMFT3.SA,SBSP3.SA,1.0319
Regime_3,IGTI11.SA,SBSP3.SA,1.0319
Regime_3,AMER3.SA,SBSP3.SA,1.0319
Regime_3,SBSP3.SA,AMER3.SA,1.0319
Regime_3,SBSP3.SA,MGLU3.SA,1.0319
Regime_3,SBSP3.SA,EZTC3.SA,1.0319
Regime_3,SBSP3.SA,CYRE3.SA,1.0319
Regime_3,SBSP3.SA,MRVE3.SA,1.0319
Regime_3,SBSP3.SA,LREN3.SA,1.0319
Regime_3,SBSP3.SA,BPAC11.SA,1.0319
Regime_3,SBSP3.SA,CVCB3.SA,1.0319
Regime_3,SBSP3.SA,CEAB3.SA,1.0319
Regime_3,SBSP3.SA,SMFT3.SA,1.0319
Regime_3,SBSP3.SA,B3SA3.SA,1.0319
Regime_3,SBSP3.SA,IGTI11.SA,1.0319
Regime_3,SBSP3.SA,BBAS3.SA,1.0319
Regime_3,SBSP3.SA,BBDC4.SA,1.0319
Regime_3,SBSP3.SA,SANB11.SA,1.0319
Regime_3,SBSP3.SA,ITUB4.SA,1.0319
Regime_3,MRVE3.SA,SBSP3.SA,1.0319
Regime_3,CYRE3.SA,SBSP3.SA,1.0319
Regime_3,EZTC3.SA,SBSP3.SA,1.0319
Regime_3,CVCB3.SA,SBSP3.SA,1.0319
Regime_3,B3SA3.SA,SBSP3.SA,1.0319
Regime_3,ITUB4.SA,TIMS3.SA,1.0475
Regime_3,ITUB4.SA,VIVT3.SA,1.0475
Regime_3,BBDC4.SA,TIMS3.SA,1.0475
Regime_3,BBDC4.SA,VIVT3.SA,1.0475
Regime_3,BBAS3.SA,TIMS3.SA,1.0475
Regime_3,BBAS3.SA,VIVT3.SA,1.0475
Regime_3,BPAC11.SA,TIMS3.SA,1.0475
Regime_3,BPAC11.SA,VIVT3.SA,1.0475
Regime_3,SANB11.SA,TIMS3.SA,1.0475
Regime_3,SANB11.SA,VIVT3.SA,1.0475
Regime_3,MGLU3.SA,TIMS3.SA,1.0475
Regime_3,MGLU3.SA,VIVT3.SA,1.0475
Regime_3,LREN3.SA,TIMS3.SA,1.0475
Regime_3,LREN3.SA,VIVT3.SA,1.0475
Regime_3,CEAB3.SA,TIMS3.SA,1.0475
Regime_3,CEAB3.SA,VIVT3.SA,1.0475
Regime_3,SMFT3.SA,TIMS3.SA,1.0475
Regime_3,SMFT3.SA,VIVT3.SA,1.0475
Regime_3,IGTI11.SA,TIMS3.SA,1.0475
Regime_3,IGTI11.SA,VIVT3.SA,1.0475
Regime_3,AMER3.SA,TIMS3.SA,1.0475
Regime_3,AMER3.SA,VIVT3.SA,1.0475
Regime_3,SBSP3.SA,TIMS3.SA,1.0475
Regime_3,SBSP3.SA,VIVT3.SA,1.0475
Regime_3,MRVE3.SA,TIMS3.SA,1.0475
Regime_3,MRVE3.SA,VIVT3.SA,1.0475
Regime_3,CYRE3.SA,TIMS3.SA,1.0475
Regime_3,CYRE3.SA,VIVT3.SA,1.0475
Regime_3,EZTC3.SA,TIMS3.SA,1.0475
Regime_3,EZTC3.SA,VIVT3.SA,1.0475
Regime_3,VIVT3.SA,AMER3.SA,1.0475
Regime_3,VIVT3.SA,MGLU3.SA,1.0475
Regime_3,VIVT3.SA,EZTC3.SA,1.0475
Regime_3,VIVT3.SA,CYRE3.SA,1.0475
Regime_3,VIVT3.SA,MRVE3.SA,1.0475
Regime_3,VIVT3.SA,LREN3.SA,1.0475
Regime_3,VIVT3.SA,BPAC11.SA,1.0475
Regime_3,VIVT3.SA,CVCB3.SA,1.0475
Regime_3,VIVT3.SA,CEAB3.SA,1.0475
Regime_3,VIVT3.SA,SMFT3.SA,1.0475
Regime_3,VIVT3.SA,B3SA3.SA,1.0475
Regime_3,VIVT3.SA,IGTI11.SA,1.0475
Regime_3,VIVT3.SA,BBAS3.SA,1.0475
Regime_3,VIVT3.SA,BBDC4.SA,1.0475
Regime_3,VIVT3.SA,SANB11.SA,1.0475
Regime_3,VIVT3.SA,ITUB4.SA,1.0475
Regime_3,VIVT3.SA,SBSP3.SA,1.0475
Regime_3,TIMS3.SA,AMER3.SA,1.0475
Regime_3,TIMS3.SA,MGLU3.SA,1.0475
Regime_3,TIMS3.SA,EZTC3.SA,1.0475
Regime_3,TIMS3.SA,CYRE3.SA,1.0475
Regime_3,TIMS3.SA,MRVE3.SA,1.0475
Regime_3,TIMS3.SA,LREN3.SA,1.0475
Regime_3,TIMS3.SA,BPAC11.SA,1.0475
Regime_3,TIMS3.SA,CVCB3.SA,1.0475
Regime_3,TIMS3.SA,CEAB3.SA,1.0475
Regime_3,TIMS3.SA,SMFT3.SA,1.0475
Regime_3,TIMS3.SA,B3SA3.SA,1.0475
Regime_3,TIMS3.SA,IGTI11.SA,1.0475
Regime_3,TIMS3.SA,BBAS3.SA,1.0475
Regime_3,TIMS3.SA,BBDC4.SA,1.0475
Regime_3,TIMS3.SA,SANB11.SA,1.0475
Regime_3,TIMS3.SA,ITUB4.SA,1.0475
Regime_3,TIMS3.SA,SBSP3.SA,1.0475
Regime_3,CVCB3.SA,TIMS3.SA,1.0475
Regime_3,CVCB3.SA,VIVT3.SA,1.0475
Regime_3,B3SA3.SA,TIMS3.SA,1.0475
Regime_3,B3SA3.SA,VIVT3.SA,1.0475
Regime_3,ITUB4.SA,PETR4.SA,1.0531
Regime_3,BBDC4.SA,PETR4.SA,1.0531
Regime_3,BBAS3.SA,PETR4.SA,1.0531
Regime_3,BPAC11.SA,PETR4.SA,1.0531
Regime_3,SANB11.SA,PETR4.SA,1.0531
Regime_3,MGLU3.SA,PETR4.SA,1.0531
Regime_3,LREN3.SA,PETR4.SA,1.0531
Regime_3,CEAB3.SA,PETR4.SA,1.0531
Regime_3,SMFT3.SA,PETR4.SA,1.0531
Regime_3,IGTI11.SA,PETR4.SA,1.0531
Regime_3,AMER3.SA,PETR4.SA,1.0531
Regime_3,PETR4.SA,AMER3.SA,1.0531
Regime_3,PETR4.SA,MGLU3.SA,1.0531
Regime_3,PETR4.SA,EZTC3.SA,1.0531
Regime_3,PETR4.SA,CYRE3.SA,1.0531
Regime_3,PETR4.SA,MRVE3.SA,1.0531
Regime_3,PETR4.SA,LREN3.SA,1.0531
Regime_3,PETR4.SA,BPAC11.SA,1.0531
Regime_3,PETR4.SA,CVCB3.SA,1.0531
Regime_3,PETR4.SA,CEAB3.SA,1.0531
Regime_3,PETR4.SA,SMFT3.SA,1.0531
Regime_3,PETR4.SA,B3SA3.SA,1.0531
Regime_3,PETR4.SA,IGTI11.SA,1.0531
Regime_3,PETR4.SA,BBAS3.SA,1.0531
Regime_3,PETR4.SA,BBDC4.SA,1.0531
Regime_3,PETR4.SA,SANB11.SA,1.0531
Regime_3,PETR4.SA,ITUB4.SA,1.0531
Regime_3,PETR4.SA,SBSP3.SA,1.0531
Regime_3,PETR4.SA,TIMS3.SA,1.0531
Regime_3,PETR4.SA,VIVT3.SA,1.0531
Regime_3,SBSP3.SA,PETR4.SA,1.0531
Regime_3,MRVE3.SA,PETR4.SA,1.0531
Regime_3,CYRE3.SA,PETR4.SA,1.0531
Regime_3,EZTC3.SA,PETR4.SA,1.0531
Regime_3,VIVT3.SA,PETR4.SA,1.0531
Regime_3,TIMS3.SA,PETR4.SA,1.0531
Regime_3,CVCB3.SA,PETR4.SA,1.0531
Regime_3,B3SA3.SA,PETR4.SA,1.0531
Regime_3,ITUB4.SA,BBSE3.SA,1.0856
Regime_3,BBDC4.SA,BBSE3.SA,1.0856
Regime_3,BBAS3.SA,BBSE3.SA,1.0856
Regime_3,BPAC11.SA,BBSE3.SA,1.0856
Regime_3,SANB11.SA,BBSE3.SA,1.0856
Regime_3,MGLU3.SA,BBSE3.SA,1.0856
Regime_3,LREN3.SA,BBSE3.SA,1.0856
Regime_3,CEAB3.SA,BBSE3.SA,1.0856
Regime_3,SMFT3.SA,BBSE3.SA,1.0856
Regime_3,IGTI11.SA,BBSE3.SA,1.0856
Regime_3,AMER3.SA,BBSE3.SA,1.0856
Regime_3,PETR4.SA,BBSE3.SA,1.0856
Regime_3,SBSP3.SA,BBSE3.SA,1.0856
Regime_3,MRVE3.SA,BBSE3.SA,1.0856
Regime_3,CYRE3.SA,BBSE3.SA,1.0856
Regime_3,EZTC3.SA,BBSE3.SA,1.0856
Regime_3,VIVT3.SA,BBSE3.SA,1.0856
Regime_3,TIMS3.SA,BBSE3.SA,1.0856
Regime_3,CVCB3.SA,BBSE3.SA,1.0856
Regime_3,BBSE3.SA,AMER3.SA,1.0856
Regime_3,BBSE3.SA,MGLU3.SA,1.0856
Regime_3,BBSE3.SA,EZTC3.SA,1.0856
Regime_3,BBSE3.SA,CYRE3.SA,1.0856
Regime_3,BBSE3.SA,MRVE3.SA,1.0856
Regime_3,BBSE3.SA,LREN3.SA,1.0856
Regime_3,BBSE3.SA,BPAC11.SA,1.0856
Regime_3,BBSE3.SA,CVCB3.SA,1.0856
Regime_3,BBSE3.SA,CEAB3.SA,1.0856
Regime_3,BBSE3.SA,SMFT3.SA,1.0856
Regime_3,BBSE3.SA,B3SA3.SA,1.0856
Regime_3,BBSE3.SA,IGTI11.SA,1.0856
Regime_3,BBSE3.SA,BBAS3.SA,1.0856
Regime_3,BBSE3.SA,BBDC4.SA,1.0856
Regime_3,BBSE3.SA,SANB11.SA,1.0856
Regime_3,BBSE3.SA,ITUB4.SA,1.0856
Regime_3,BBSE3.SA,SBSP3.SA,1.0856
Regime_3,BBSE3.SA,TIMS3.SA,1.0856
Regime_3,BBSE3.SA,VIVT3.SA,1.0856
Regime_3,BBSE3.SA,PETR4.SA,1.0856
Regime_3,B3SA3.SA,BBSE3.SA,1.0856
Regime_3,ITUB4.SA,RADL3.SA,1.1068
Regime_3,BBDC4.SA,RADL3.SA,1.1068
Regime_3,BBAS3.SA,RADL3.SA,1.1068
Regime_3,BPAC11.SA,RADL3.SA,1.1068
Regime_3,SANB11.SA,RADL3.SA,1.1068
Regime_3,MGLU3.SA,RADL3.SA,1.1068
Regime_3,LREN3.SA,RADL3.SA,1.1068
Regime_3,RADL3.SA,AMER3.SA,1.1068
Regime_3,RADL3.SA,MGLU3.SA,1.1068
Regime_3,RADL3.SA,EZTC3.SA,1.1068
Regime_3,RADL3.SA,CYRE3.SA,1.1068
Regime_3,RADL3.SA,MRVE3.SA,1.1068
Regime_3,RADL3.SA,LREN3.SA,1.1068
Regime_3,RADL3.SA,BPAC11.SA,1.1068
Regime_3,RADL3.SA,CVCB3.SA,1.1068
Regime_3,RADL3.SA,CEAB3.SA,1.1068
Regime_3,RADL3.SA,SMFT3.SA,1.1068
Regime_3,RADL3.SA,B3SA3.SA,1.1068
Regime_3,RADL3.SA,IGTI11.SA,1.1068
Regime_3,RADL3.SA,BBAS3.SA,1.1068
Regime_3,RADL3.SA,BBDC4.SA,1.1068
Regime_3,RADL3.SA,SANB11.SA,1.1068
Regime_3,RADL3.SA,ITUB4.SA,1.1068
Regime_3,RADL3.SA,SBSP3.SA,1.1068
Regime_3,RADL3.SA,TIMS3.SA,1.1068
Regime_3,RADL3.SA,VIVT3.SA,1.1068
Regime_3,RADL3.SA,PETR4.SA,1.1068
Regime_3,RADL3.SA,BBSE3.SA,1.1068
Regime_3,CEAB3.SA,RADL3.SA,1.1068
Regime_3,SMFT3.SA,RADL3.SA,1.1068
Regime_3,IGTI11.SA,RADL3.SA,1.1068
Regime_3,AMER3.SA,RADL3.SA,1.1068
Regime_3,PETR4.SA,RADL3.SA,1.1068
Regime_3,SBSP3.SA,RADL3.SA,1.1068
Regime_3,MRVE3.SA,RADL3.SA,1.1068
Regime_3,CYRE3.SA,RADL3.SA,1.1068
Regime_3,EZTC3.SA,RADL3.SA,1.1068
Regime_3,VIVT3.SA,RADL3.SA,1.1068
Regime_3,TIMS3.SA,RADL3.SA,1.1068
Regime_3,CVCB3.SA,RADL3.SA,1.1068
Regime_3,BBSE3.SA,RADL3.SA,1.1068
Regime_3,B3SA3.SA,RADL3.SA,1.1068
Regime_3,ITUB4.SA,VALE3.SA,1.1941
Regime_3,BBDC4.SA,VALE3.SA,1.1941
Regime_3,BBAS3.SA,VALE3.SA,1.1941
Regime_3,BPAC11.SA,VALE3.SA,1.1941
Regime_3,SANB11.SA,VALE3.SA,1.1941
Regime_3,MGLU3.SA,VALE3.SA,1.1941
Regime_3,LREN3.SA,VALE3.SA,1.1941
Regime_3,RADL3.SA,VALE3.SA,1.1941
Regime_3,CEAB3.SA,VALE3.SA,1.1941
Regime_3,SMFT3.SA,VALE3.SA,1.1941
Regime_3,IGTI11.SA,VALE3.SA,1.1941
Regime_3,AMER3.SA,VALE3.SA,1.1941
Regime_3,PETR4.SA,VALE3.SA,1.1941
Regime_3,VALE3.SA,AMER3.SA,1.1941
Regime_3,VALE3.SA,MGLU3.SA,1.1941
Regime_3,VALE3.SA,EZTC3.SA,1.1941
Regime_3,VALE3.SA,CYRE3.SA,1.1941
Regime_3,VALE3.SA,MRVE3.SA,1.1941
Regime_3,VALE3.SA,LREN3.SA,1.1941
Regime_3,VALE3.SA,BPAC11.SA,1.1941
Regime_3,VALE3.SA,CVCB3.SA,1.1941
Regime_3,VALE3.SA,CEAB3.SA,1.1941
Regime_3,VALE3.SA,SMFT3.SA,1.1941
Regime_3,VALE3.SA,B3SA3.SA,1.1941
Regime_3,VALE3.SA,IGTI11.SA,1.1941
Regime_3,VALE3.SA,BBAS3.SA,1.1941
Regime_3,VALE3.SA,BBDC4.SA,1.1941
Regime_3,VALE3.SA,SANB11.SA,1.1941
Regime_3,VALE3.SA,ITUB4.SA,1.1941
Regime_3,VALE3.SA,SBSP3.SA,1.1941
Regime_3,VALE3.SA,TIMS3.SA,1.1941
Regime_3,VALE3.SA,VIVT3.SA,1.1941
Regime_3,VALE3.SA,PETR4.SA,1.1941
Regime_3,VALE3.SA,BBSE3.SA,1.1941
Regime_3,VALE3.SA,RADL3.SA,1.1941
Regime_3,SBSP3.SA,VALE3.SA,1.1941
Regime_3,MRVE3.SA,VALE3.SA,1.1941
Regime_3,CYRE3.SA,VALE3.SA,1.1941
Regime_3,EZTC3.SA,VALE3.SA,1.1941
Regime_3,VIVT3.SA,VALE3.SA,1.1941
Regime_3,TIMS3.SA,VALE3.SA,1.1941
Regime_3,CVCB3.SA,VALE3.SA,1.1941
Regime_3,BBSE3.SA,VALE3.SA,1.1941
Regime_3,B3SA3.SA,VALE3.SA,1.1941
Regime_4,CYRE3.SA,EZTC3.SA,0.5773
Regime_4,EZTC3.SA,CYRE3.SA,0.5773
Regime_4,ITUB4.SA,BBDC4.SA,0.6952
Regime_4,BBDC4.SA,ITUB4.SA,0.6952
Regime_4,BPAC11.SA,B3SA3.SA,0.7133
Regime_4,B3SA3.SA,BPAC11.SA,0.7133
Regime_4,BPAC11.SA,IGTI11.SA,0.7362
Regime_4,IGTI11.SA,BPAC11.SA,0.7362
Regime_4,IGTI11.SA,B3SA3.SA,0.7362
Regime_4,B3SA3.SA,IGTI11.SA,0.7362
Regime_4,ITUB4.SA,SANB11.SA,0.7495
Regime_4,BBDC4.SA,SANB11.SA,0.7495
Regime_4,SANB11.SA,ITUB4.SA,0.7495
Regime_4,SANB11.SA,BBDC4.SA,0.7495
Regime_4,BPAC11.SA,CYRE3.SA,0.7498
Regime_4,BPAC11.SA,EZTC3.SA,0.7498
Regime_4,IGTI11.SA,CYRE3.SA,0.7498
Regime_4,IGTI11.SA,EZTC3.SA,0.7498
Regime_4,CYRE3.SA,BPAC11.SA,0.7498
Regime_4,CYRE3.SA,B3SA3.SA,0.7498
Regime_4,CYRE3.SA,IGTI11.SA,0.7498
Regime_4,EZTC3.SA,BPAC11.SA,0.7498
Regime_4,EZTC3.SA,B3SA3.SA,0.7498
Regime_4,EZTC3.SA,IGTI11.SA,0.7498
Regime_4,B3SA3.SA,CYRE3.SA,0.7498
Regime_4,B3SA3.SA,EZTC3.SA,0.7498
Regime_4,BPAC11.SA,LREN3.SA,0.7556
Regime_4,LREN3.SA,BPAC11.SA,0.7556
Regime_4,LREN3.SA,B3SA3.SA,0.7556
Regime_4,LREN3.SA,IGTI11.SA,0.7556
Regime_4,LREN3.SA,CYRE3.SA,0.7556
Regime_4,LREN3.SA,EZTC3.SA,0.7556
Regime_4,IGTI11.SA,LREN3.SA,0.7556
Regime_4,CYRE3.SA,LREN3.SA,0.7556
Regime_4,EZTC3.SA,LREN3.SA,0.7556
Regime_4,B3SA3.SA,LREN3.SA,0.7556
Regime_4,ITUB4.SA,BPAC11.SA,0.7836
Regime_4,ITUB4.SA,B3SA3.SA,0.7836
Regime_4,ITUB4.SA,IGTI11.SA,0.7836
Regime_4,ITUB4.SA,CYRE3.SA,0.7836
Regime_4,ITUB4.SA,EZTC3.SA,0.7836
Regime_4,ITUB4.SA,LREN3.SA,0.7836
Regime_4,BBDC4.SA,BPAC11.SA,0.7836
Regime_4,BBDC4.SA,B3SA3.SA,0.7836
Regime_4,BBDC4.SA,IGTI11.SA,0.7836
Regime_4,BBDC4.SA,CYRE3.SA,0.7836
Regime_4,BBDC4.SA,EZTC3.SA,0.7836
Regime_4,BBDC4.SA,LREN3.SA,0.7836
Regime_4,BPAC11.SA,ITUB4.SA,0.7836
Regime_4,BPAC11.SA,BBDC4.SA,0.7836
Regime_4,BPAC11.SA,SANB11.SA,0.7836
Regime_4,SANB11.SA,BPAC11.SA,0.7836
Regime_4,SANB11.SA,B3SA3.SA,0.7836
Regime_4,SANB11.SA,IGTI11.SA,0.7836
Regime_4,SANB11.SA,CYRE3.SA,0.7836
Regime_4,SANB11.SA,EZTC3.SA,0.7836
Regime_4,SANB11.SA,LREN3.SA,0.7836
Regime_4,LREN3.SA,ITUB4.SA,0.7836
Regime_4,LREN3.SA,BBDC4.SA,0.7836
Regime_4,LREN3.SA,SANB11.SA,0.7836
Regime_4,IGTI11.SA,ITUB4.SA,0.7836
Regime_4,IGTI11.SA,BBDC4.SA,0.7836
Regime_4,IGTI11.SA,SANB11.SA,0.7836
Regime_4,CYRE3.SA,ITUB4.SA,0.7836
Regime_4,CYRE3.SA,BBDC4.SA,0.7836
Regime_4,CYRE3.SA,SANB11.SA,0.7836
Regime_4,EZTC3.SA,ITUB4.SA,0.7836
Regime_4,EZTC3.SA,BBDC4.SA,0.7836
Regime_4,EZTC3.SA,SANB11.SA,0.7836
Regime_4,B3SA3.SA,ITUB4.SA,0.7836
Regime_4,B3SA3.SA,BBDC4.SA,0.7836
Regime_4,B3SA3.SA,SANB11.SA,0.7836
Regime_4,ITUB4.SA,MRVE3.SA,0.8051
Regime_4,BBDC4.SA,MRVE3.SA,0.8051
Regime_4,BPAC11.SA,MRVE3.SA,0.8051
Regime_4,SANB11.SA,MRVE3.SA,0.8051
Regime_4,LREN3.SA,MRVE3.SA,0.8051
Regime_4,IGTI11.SA,MRVE3.SA,0.8051
Regime_4,MRVE3.SA,BPAC11.SA,0.8051
Regime_4,MRVE3.SA,B3SA3.SA,0.8051
Regime_4,MRVE3.SA,IGTI11.SA,0.8051
Regime_4,MRVE3.SA,CYRE3.SA,0.8051
Regime_4,MRVE3.SA,EZTC3.SA,0.8051
Regime_4,MRVE3.SA,LREN3.SA,0.8051
Regime_4,MRVE3.SA,ITUB4.SA,0.8051
Regime_4,MRVE3.SA,BBDC4.SA,0.8051
Regime_4,MRVE3.SA,SANB11.SA,0.8051
Regime_4,CYRE3.SA,MRVE3.SA,0.8051
Regime_4,EZTC3.SA,MRVE3.SA,0.8051
Regime_4,B3SA3.SA,MRVE3.SA,0.8051
Regime_4,ITUB4.SA,SMFT3.SA,0.8327
Regime_4,BBDC4.SA,SMFT3.SA,0.8327
Regime_4,BPAC11.SA,SMFT3.SA,0.8327
Regime_4,SANB11.SA,SMFT3.SA,0.8327
Regime_4,LREN3.SA,SMFT3.SA,0.8327
Regime_4,SMFT3.SA,BPAC11.SA,0.8327
Regime_4,SMFT3.SA,B3SA3.SA,0.8327
Regime_4,SMFT3.SA,IGTI11.SA,0.8327
Regime_4,SMFT3.SA,CYRE3.SA,0.8327
Regime_4,SMFT3.SA,EZTC3.SA,0.8327
Regime_4,SMFT3.SA,LREN3.SA,0.8327
Regime_4,SMFT3.SA,ITUB4.SA,0.8327
Regime_4,SMFT3.SA,BBDC4.SA,0.8327
Regime_4,SMFT3.SA,SANB11.SA,0.8327
Regime_4,SMFT3.SA,MRVE3.SA,0.8327
Regime_4,IGTI11.SA,SMFT3.SA,0.8327
Regime_4,MRVE3.SA,SMFT3.SA,0.8327
Regime_4,CYRE3.SA,SMFT3.SA,0.8327
Regime_4,EZTC3.SA,SMFT3.SA,0.8327
Regime_4,B3SA3.SA,SMFT3.SA,0.8327
Regime_4,ITUB4.SA,RADL3.SA,0.8406
Regime_4,BBDC4.SA,RADL3.SA,0.8406
Regime_4,BPAC11.SA,RADL3.SA,0.8406
Regime_4,SANB11.SA,RADL3.SA,0.8406
Regime_4,LREN3.SA,RADL3.SA,0.8406
Regime_4,RADL3.SA,BPAC11.SA,0.8406
Regime_4,RADL3.SA,B3SA3.SA,0.8406
Regime_4,RADL3.SA,IGTI11.SA,0.8406
Regime_4,RADL3.SA,CYRE3.SA,0.8406
Regime_4,RADL3.SA,EZTC3.SA,0.8406
Regime_4,RADL3.SA,LREN3.SA,0.8406
Regime_4,RADL3.SA,ITUB4.SA,0.8406
Regime_4,RADL3.SA,BBDC4.SA,0.8406
Regime_4,RADL3.SA,SANB11.SA,0.8406
Regime_4,RADL3.SA,MRVE3.SA,0.8406
